order_id,order_date,client_id,sales_channel,event_type,status,discount_amount
67,2023-01-16,61,offline,birthday,completed,0
68,2023-01-16,62,offline,birthday,completed,0
69,2023-01-16,63,offline,just_because,completed,0
70,2023-01-18,43,offline,birthday,cancelled,0
71,2023-01-19,50,offline,just_because,completed,0
72,2023-01-19,64,offline,just_because,completed,0
73,2023-01-19,65,online,birthday,completed,0
74,2023-01-19,66,online,just_because,completed,0
75,2023-01-19,47,online,corporate,completed,3200
76,2023-01-19,67,offline,corporate,completed,1600
77,2023-01-20,68,online,birthday,completed,0
78,2023-01-20,54,offline,just_because,completed,0
79,2023-01-21,69,online,just_because,completed,250
80,2023-01-21,59,online,birthday,completed,0
81,2023-01-21,70,offline,just_because,completed,0
82,2023-01-21,17,offline,birthday,completed,0
83,2023-01-21,71,online,just_because,completed,0
84,2023-01-21,72,offline,birthday,completed,0
85,2023-01-21,73,offline,just_because,completed,0
86,2023-01-21,74,online,just_because,completed,0
87,2023-01-22,75,offline,just_because,completed,0
88,2023-01-22,61,online,birthday,completed,0
89,2023-01-22,76,online,just_because,completed,0
90,2023-01-22,77,online,birthday,completed,0
91,2023-01-22,72,online,just_because,completed,0
92,2023-01-23,78,offline,corporate,cancelled,0
93,2023-01-23,79,online,birthday,cancelled,0
94,2023-01-23,80,online,birthday,completed,0
95,2023-01-24,81,online,just_because,completed,250
96,2023-01-24,82,offline,just_because,completed,0
97,2023-01-24,41,offline,birthday,completed,150
98,2023-01-24,80,offline,birthday,completed,0
99,2023-01-25,29,online,corporate,completed,2300
100,2023-01-25,19,online,birthday,completed,0
101,2023-01-25,83,offline,just_because,completed,0
102,2023-01-26,84,online,just_because,completed,450
103,2023-01-26,79,offline,corporate,completed,0
104,2023-01-26,85,offline,just_because,completed,0
105,2023-01-26,86,offline,just_because,completed,0
106,2023-01-27,87,offline,just_because,completed,0
107,2023-01-27,45,online,birthday,completed,250
108,2023-01-27,43,offline,just_because,completed,0
109,2023-01-28,88,online,just_because,completed,0
110,2023-01-28,89,offline,just_because,completed,0
111,2023-01-28,80,offline,birthday,completed,0
112,2023-01-28,90,offline,birthday,completed,0
113,2023-01-28,60,offline,corporate,completed,0
114,2023-01-29,91,offline,just_because,completed,0
115,2023-01-29,92,offline,just_because,completed,0
116,2023-01-29,93,offline,birthday,completed,0
117,2023-01-29,61,offline,just_because,cancelled,0
118,2023-01-29,94,online,just_because,completed,0
119,2023-01-29,95,offline,birthday,completed,0
120,2023-01-29,96,offline,corporate,completed,4600
121,2023-01-30,97,offline,just_because,completed,0
122,2023-01-30,88,offline,birthday,completed,0
123,2023-01-30,98,online,birthday,completed,0
124,2023-01-31,43,online,just_because,completed,0
125,2023-01-31,48,offline,birthday,completed,0
126,2023-01-31,99,offline,just_because,completed,0
127,2023-01-31,46,offline,birthday,completed,0
128,2023-02-01,100,online,birthday,completed,0
129,2023-02-01,5,offline,birthday,completed,0
130,2023-02-01,101,online,just_because,completed,0
131,2023-02-01,37,offline,birthday,completed,0
132,2023-02-01,88,offline,just_because,completed,0
133,2023-02-01,102,online,birthday,completed,0
134,2023-02-02,17,offline,birthday,completed,0
135,2023-02-02,10,online,just_because,completed,0
136,2023-02-03,103,offline,just_because,completed,0
137,2023-02-03,104,online,corporate,completed,6850
138,2023-02-03,6,offline,birthday,cancelled,0
139,2023-02-03,64,offline,birthday,completed,0
140,2023-02-03,105,offline,birthday,completed,0
141,2023-02-03,106,offline,corporate,completed,0
142,2023-02-04,107,offline,birthday,completed,150
143,2023-02-04,108,online,corporate,cancelled,0
144,2023-02-04,56,online,just_because,completed,250
145,2023-02-04,109,offline,just_because,completed,0
146,2023-02-04,110,online,birthday,completed,250
147,2023-02-04,67,offline,just_because,completed,0
148,2023-02-05,39,offline,corporate,completed,650
149,2023-02-05,54,offline,birthday,completed,0
150,2023-02-05,100,offline,corporate,completed,2150
151,2023-02-05,111,online,just_because,completed,0
152,2023-02-05,94,online,birthday,completed,0
153,2023-02-05,44,offline,birthday,completed,0
154,2023-02-05,36,offline,just_because,completed,0
155,2023-02-05,112,offline,just_because,completed,0
156,2023-02-05,103,online,just_because,cancelled,0
157,2023-02-05,28,online,just_because,completed,0
158,2023-02-05,68,online,birthday,completed,0
159,2023-02-06,61,offline,birthday,completed,0
160,2023-02-06,113,offline,birthday,completed,0
161,2023-02-06,114,offline,corporate,completed,1600
162,2023-02-06,115,offline,just_because,completed,0
163,2023-02-06,102,online,birthday,completed,0
164,2023-02-06,116,offline,birthday,completed,0
165,2023-02-06,117,offline,just_because,completed,0
166,2023-02-06,82,offline,just_because,completed,0
167,2023-02-06,118,offline,just_because,completed,0
168,2023-02-06,119,online,corporate,completed,1500
169,2023-02-07,120,offline,birthday,completed,0
170,2023-02-07,51,online,just_because,cancelled,0
171,2023-02-07,121,offline,just_because,completed,0
172,2023-02-08,58,offline,birthday,completed,0
173,2023-02-08,122,offline,just_because,completed,0
174,2023-02-08,123,online,just_because,completed,0
175,2023-02-08,114,offline,birthday,completed,0
176,2023-02-10,124,online,valentine_day,completed,0
177,2023-02-10,31,online,valentine_day,completed,350
178,2023-02-10,113,offline,valentine_day,completed,0
179,2023-02-10,49,offline,valentine_day,completed,0
180,2023-02-10,125,offline,valentine_day,completed,0
181,2023-02-10,126,offline,valentine_day,completed,0
182,2023-02-10,127,offline,valentine_day,completed,0
183,2023-02-10,43,online,valentine_day,completed,0
184,2023-02-10,90,offline,valentine_day,completed,0
185,2023-02-10,128,offline,valentine_day,completed,0
186,2023-02-10,95,online,valentine_day,cancelled,0
187,2023-02-10,129,online,valentine_day,completed,0
188,2023-02-10,130,offline,valentine_day,completed,0
189,2023-02-10,131,offline,valentine_day,completed,0
190,2023-02-10,132,offline,valentine_day,completed,0
191,2023-02-10,124,offline,valentine_day,cancelled,0
192,2023-02-10,74,online,valentine_day,completed,0
193,2023-02-10,133,offline,valentine_day,completed,0
194,2023-02-11,58,online,valentine_day,completed,250
195,2023-02-11,134,offline,valentine_day,completed,0
196,2023-02-11,25,offline,valentine_day,completed,0
197,2023-02-11,135,online,valentine_day,completed,700
198,2023-02-11,136,offline,valentine_day,completed,0
199,2023-02-11,85,online,valentine_day,completed,0
200,2023-02-11,137,offline,valentine_day,completed,0
201,2023-02-11,116,offline,valentine_day,completed,0
202,2023-02-11,138,offline,valentine_day,completed,0
203,2023-02-11,139,online,valentine_day,completed,0
204,2023-02-11,140,online,valentine_day,completed,0
205,2023-02-11,63,offline,valentine_day,completed,0
206,2023-02-11,141,offline,valentine_day,completed,0
207,2023-02-11,142,offline,valentine_day,completed,0
208,2023-02-11,35,online,valentine_day,completed,0
209,2023-02-11,126,offline,valentine_day,completed,0
210,2023-02-11,52,offline,valentine_day,completed,0
211,2023-02-11,113,offline,valentine_day,completed,0
212,2023-02-11,143,online,valentine_day,completed,0
213,2023-02-11,144,offline,valentine_day,completed,0
214,2023-02-11,43,offline,valentine_day,cancelled,0
215,2023-02-11,111,online,valentine_day,completed,0
216,2023-02-12,129,online,valentine_day,completed,700
217,2023-02-12,37,online,valentine_day,completed,300
218,2023-02-12,116,online,valentine_day,completed,0
219,2023-02-12,145,online,valentine_day,completed,0
220,2023-02-12,111,online,valentine_day,completed,300
221,2023-02-12,146,offline,valentine_day,completed,0
222,2023-02-12,147,offline,valentine_day,completed,0
223,2023-02-12,148,offline,valentine_day,completed,0
224,2023-02-12,149,online,valentine_day,completed,0
225,2023-02-12,45,offline,valentine_day,completed,0
226,2023-02-12,150,offline,valentine_day,completed,0
227,2023-02-12,126,online,valentine_day,completed,0
228,2023-02-12,145,offline,valentine_day,completed,0
229,2023-02-12,94,offline,valentine_day,completed,0
230,2023-02-12,64,online,valentine_day,completed,0
231,2023-02-12,61,online,valentine_day,completed,0
232,2023-02-12,53,offline,valentine_day,completed,0
233,2023-02-12,151,offline,valentine_day,completed,0
234,2023-02-12,152,offline,valentine_day,completed,0
235,2023-02-12,153,offline,valentine_day,completed,0
236,2023-02-13,117,offline,valentine_day,completed,0
237,2023-02-13,154,online,valentine_day,completed,0
238,2023-02-13,155,offline,valentine_day,completed,0
239,2023-02-13,113,offline,valentine_day,completed,0
240,2023-02-13,156,online,valentine_day,completed,300
241,2023-02-13,60,online,valentine_day,completed,0
242,2023-02-13,157,online,valentine_day,completed,300
243,2023-02-13,27,online,valentine_day,completed,0
244,2023-02-13,158,offline,valentine_day,completed,0
245,2023-02-13,56,online,valentine_day,completed,0
246,2023-02-13,159,offline,valentine_day,completed,0
247,2023-02-13,78,online,valentine_day,completed,0
248,2023-02-13,160,offline,valentine_day,completed,0
249,2023-02-13,161,offline,valentine_day,completed,0
250,2023-02-13,162,offline,valentine_day,completed,0
251,2023-02-13,163,online,valentine_day,completed,0
252,2023-02-13,17,online,valentine_day,completed,0
253,2023-02-13,164,offline,valentine_day,completed,0
254,2023-02-13,67,online,valentine_day,completed,450
255,2023-02-13,70,offline,valentine_day,completed,0
256,2023-02-13,165,online,valentine_day,completed,150
257,2023-02-13,4,online,valentine_day,completed,0
258,2023-02-13,108,online,valentine_day,completed,0
259,2023-02-13,14,online,valentine_day,completed,0
260,2023-02-13,84,online,valentine_day,completed,0
261,2023-02-13,166,offline,valentine_day,completed,0
262,2023-02-13,167,offline,valentine_day,cancelled,0
263,2023-02-13,79,online,valentine_day,completed,0
264,2023-02-13,168,offline,valentine_day,completed,0
265,2023-02-13,169,offline,valentine_day,completed,0
266,2023-02-13,84,online,valentine_day,completed,0
267,2023-02-13,170,online,valentine_day,completed,0
268,2023-02-13,11,online,valentine_day,completed,0
269,2023-02-13,171,offline,valentine_day,completed,0
270,2023-02-13,32,online,valentine_day,completed,0
271,2023-02-14,172,online,valentine_day,completed,0
272,2023-02-14,173,offline,valentine_day,completed,0
273,2023-02-14,174,offline,valentine_day,cancelled,0
274,2023-02-14,175,online,valentine_day,completed,0
275,2023-02-14,98,offline,valentine_day,completed,0
276,2023-02-14,176,online,valentine_day,completed,0
277,2023-02-14,41,online,valentine_day,completed,800
278,2023-02-14,57,offline,valentine_day,completed,0
279,2023-02-14,177,online,valentine_day,completed,0
280,2023-02-14,127,offline,valentine_day,completed,0
281,2023-02-14,88,offline,valentine_day,completed,0
282,2023-02-14,29,offline,valentine_day,completed,0
283,2023-02-14,178,online,valentine_day,completed,0
284,2023-02-14,158,offline,valentine_day,completed,0
285,2023-02-14,179,offline,valentine_day,completed,0
286,2023-02-14,157,online,valentine_day,completed,0
287,2023-02-14,180,offline,valentine_day,completed,0
288,2023-02-14,181,online,valentine_day,completed,0
289,2023-02-14,182,offline,valentine_day,completed,0
290,2023-02-14,183,online,valentine_day,completed,0
291,2023-02-14,184,online,valentine_day,completed,0
292,2023-02-14,185,offline,valentine_day,completed,0
293,2023-02-14,40,online,valentine_day,cancelled,0
294,2023-02-14,186,offline,valentine_day,completed,0
295,2023-02-14,68,online,valentine_day,completed,0
296,2023-02-14,187,online,valentine_day,completed,0
297,2023-02-14,188,offline,valentine_day,completed,0
298,2023-02-14,189,offline,valentine_day,completed,0
299,2023-02-14,190,offline,valentine_day,completed,0
300,2023-02-14,191,offline,valentine_day,completed,0
301,2023-02-14,192,offline,valentine_day,completed,0
302,2023-02-14,193,offline,valentine_day,completed,0
303,2023-02-14,194,online,valentine_day,completed,0
304,2023-02-15,195,online,just_because,completed,0
305,2023-02-15,196,offline,birthday,completed,0
306,2023-02-16,197,offline,birthday,completed,0
307,2023-02-16,198,online,just_because,completed,0
308,2023-02-17,199,offline,just_because,completed,0
309,2023-02-17,200,offline,birthday,completed,0
310,2023-02-17,174,online,just_because,completed,0
311,2023-02-17,201,offline,birthday,completed,0
312,2023-02-17,202,offline,just_because,completed,0
313,2023-02-17,203,offline,just_because,completed,0
314,2023-02-18,204,online,just_because,completed,150
315,2023-02-18,205,offline,just_because,completed,0
316,2023-02-18,122,offline,just_because,completed,0
317,2023-02-19,206,offline,birthday,completed,0
318,2023-02-20,85,offline,birthday,completed,0
319,2023-02-20,121,offline,just_because,completed,0
320,2023-02-21,207,offline,just_because,completed,0
321,2023-02-21,46,online,just_because,cancelled,0
322,2023-02-21,208,online,just_because,completed,100
323,2023-02-21,4,offline,just_because,completed,0
324,2023-02-21,80,online,birthday,completed,0
325,2023-02-21,209,offline,just_because,completed,0
326,2023-02-21,210,online,corporate,completed,800
327,2023-02-22,153,offline,just_because,completed,0
328,2023-02-22,211,offline,birthday,completed,0
329,2023-02-23,212,offline,just_because,completed,0
330,2023-02-23,213,online,birthday,cancelled,0
331,2023-02-23,214,offline,birthday,completed,0
332,2023-02-23,215,online,birthday,completed,0
333,2023-02-23,25,offline,birthday,completed,0
334,2023-02-23,96,offline,birthday,completed,0
335,2023-02-24,29,online,just_because,completed,0
336,2023-02-24,216,offline,just_because,completed,0
337,2023-02-24,113,online,just_because,completed,0
338,2023-02-24,172,offline,just_because,completed,0
339,2023-02-24,165,offline,just_because,completed,0
340,2023-02-24,127,offline,birthday,completed,0
341,2023-02-25,104,offline,birthday,completed,0
342,2023-02-25,191,offline,birthday,completed,0
343,2023-02-25,217,online,just_because,completed,0
344,2023-02-26,184,offline,birthday,completed,0
345,2023-02-26,218,offline,just_because,completed,0
346,2023-02-26,219,offline,birthday,completed,0
347,2023-02-27,220,offline,just_because,completed,0
348,2023-02-27,221,offline,birthday,completed,0
349,2023-02-27,222,offline,just_because,completed,0
350,2023-02-28,132,online,just_because,completed,0
351,2023-02-28,223,offline,just_because,completed,0
352,2023-02-28,224,offline,birthday,completed,0
353,2023-02-28,225,offline,just_because,completed,0
354,2023-02-28,76,online,just_because,completed,0
355,2023-03-01,226,offline,march_8,completed,0
356,2023-03-01,227,offline,march_8,completed,0
357,2023-03-01,228,offline,march_8,completed,0
358,2023-03-01,229,online,march_8,completed,0
359,2023-03-01,230,offline,march_8,completed,0
360,2023-03-01,231,online,march_8,completed,0
361,2023-03-01,232,offline,march_8,completed,0
362,2023-03-01,233,offline,march_8,completed,0
363,2023-03-01,234,online,march_8,completed,200
364,2023-03-01,235,offline,march_8,completed,0
365,2023-03-01,236,offline,march_8,completed,0
366,2023-03-01,53,offline,march_8,completed,0
367,2023-03-01,40,online,march_8,completed,0
368,2023-03-01,237,online,march_8,completed,0
369,2023-03-01,238,online,march_8,completed,0
370,2023-03-01,204,offline,march_8,completed,0
371,2023-03-01,187,offline,march_8,completed,0
372,2023-03-01,239,offline,march_8,completed,0
373,2023-03-01,240,online,march_8,completed,0
374,2023-03-01,19,online,march_8,cancelled,0
375,2023-03-02,26,online,march_8,cancelled,0
376,2023-03-02,178,offline,march_8,completed,100
377,2023-03-02,241,online,march_8,completed,0
378,2023-03-02,242,offline,march_8,completed,0
379,2023-03-02,20,offline,march_8,completed,0
380,2023-03-02,55,offline,march_8,completed,0
381,2023-03-02,243,offline,march_8,completed,0
382,2023-03-02,218,offline,march_8,completed,0
383,2023-03-02,244,online,march_8,completed,0
384,2023-03-02,245,offline,march_8,completed,0
385,2023-03-02,246,online,march_8,completed,0
386,2023-03-02,20,offline,march_8,completed,0
387,2023-03-02,247,offline,march_8,completed,0
388,2023-03-02,248,online,march_8,completed,0
389,2023-03-02,249,online,march_8,completed,0
390,2023-03-02,250,offline,march_8,completed,0
391,2023-03-02,223,offline,march_8,completed,0
392,2023-03-02,131,online,march_8,completed,0
393,2023-03-02,251,offline,march_8,completed,0
394,2023-03-02,252,online,march_8,completed,0
395,2023-03-02,134,online,march_8,completed,0
396,2023-03-02,253,offline,march_8,completed,0
397,2023-03-02,254,online,march_8,cancelled,0
398,2023-03-02,255,offline,march_8,completed,0
399,2023-03-02,256,offline,march_8,completed,0
400,2023-03-03,257,offline,march_8,completed,0
401,2023-03-03,258,online,march_8,completed,0
402,2023-03-03,259,offline,march_8,completed,0
403,2023-03-03,260,online,march_8,completed,0
404,2023-03-03,261,offline,march_8,completed,0
405,2023-03-03,262,offline,march_8,completed,0
406,2023-03-03,263,offline,march_8,completed,0
407,2023-03-03,264,offline,march_8,completed,0
408,2023-03-03,265,online,march_8,completed,0
409,2023-03-03,266,online,march_8,completed,0
410,2023-03-03,267,offline,march_8,completed,0
411,2023-03-03,268,offline,march_8,completed,0
412,2023-03-03,269,offline,march_8,completed,0
413,2023-03-03,270,online,march_8,completed,250
414,2023-03-03,22,offline,march_8,completed,0
415,2023-03-03,271,offline,march_8,completed,0
416,2023-03-03,17,offline,march_8,completed,0
417,2023-03-03,272,online,march_8,completed,0
418,2023-03-03,273,offline,march_8,completed,0
419,2023-03-03,274,online,march_8,completed,0
420,2023-03-03,77,offline,march_8,cancelled,0
421,2023-03-03,274,offline,march_8,completed,0
422,2023-03-03,31,online,march_8,completed,0
423,2023-03-03,275,online,march_8,completed,0
424,2023-03-03,146,online,march_8,completed,0
425,2023-03-03,75,offline,march_8,completed,0
426,2023-03-03,41,online,march_8,completed,0
427,2023-03-03,276,offline,march_8,completed,0
428,2023-03-03,41,online,march_8,completed,100
429,2023-03-03,269,offline,march_8,completed,0
430,2023-03-03,277,offline,march_8,completed,0
431,2023-03-03,278,offline,march_8,completed,0
432,2023-03-03,279,offline,march_8,completed,0
433,2023-03-03,227,online,march_8,completed,0
434,2023-03-03,280,offline,march_8,completed,0
435,2023-03-04,281,online,march_8,completed,200
436,2023-03-04,265,offline,march_8,completed,0
437,2023-03-04,212,online,march_8,cancelled,0
438,2023-03-04,282,online,march_8,completed,0
439,2023-03-04,283,online,march_8,completed,0
440,2023-03-04,284,online,march_8,completed,0
441,2023-03-04,285,offline,march_8,completed,0
442,2023-03-04,49,offline,march_8,completed,0
443,2023-03-04,22,offline,march_8,completed,0
444,2023-03-04,286,online,march_8,completed,0
445,2023-03-04,80,online,march_8,completed,0
446,2023-03-04,31,online,march_8,completed,0
447,2023-03-04,178,offline,march_8,completed,0
448,2023-03-04,249,offline,march_8,completed,0
449,2023-03-04,287,offline,march_8,completed,0
450,2023-03-04,288,offline,march_8,completed,0
451,2023-03-04,289,offline,march_8,completed,0
452,2023-03-04,290,offline,march_8,cancelled,0
453,2023-03-04,291,offline,march_8,completed,0
454,2023-03-04,292,offline,march_8,completed,0
455,2023-03-04,293,offline,march_8,completed,0
456,2023-03-04,294,online,march_8,completed,0
457,2023-03-04,295,offline,march_8,completed,0
458,2023-03-04,296,offline,march_8,completed,0
459,2023-03-04,212,offline,march_8,completed,0
460,2023-03-04,131,online,march_8,completed,100
461,2023-03-04,297,offline,march_8,completed,0
462,2023-03-04,262,offline,march_8,completed,0
463,2023-03-04,298,offline,march_8,completed,0
464,2023-03-04,89,offline,march_8,completed,0
465,2023-03-04,299,offline,march_8,completed,0
466,2023-03-04,300,offline,march_8,completed,0
467,2023-03-04,301,offline,march_8,completed,0
468,2023-03-04,302,offline,march_8,completed,0
469,2023-03-04,303,offline,march_8,completed,0
470,2023-03-04,304,online,march_8,completed,0
471,2023-03-04,305,offline,march_8,completed,0
472,2023-03-04,226,online,march_8,completed,0
473,2023-03-04,306,offline,march_8,completed,0
474,2023-03-04,307,online,march_8,completed,200
475,2023-03-04,308,online,march_8,completed,150
476,2023-03-04,309,offline,march_8,completed,0
477,2023-03-04,310,offline,march_8,completed,250
478,2023-03-04,311,online,march_8,completed,0
479,2023-03-05,312,offline,march_8,completed,0
480,2023-03-05,313,online,march_8,completed,0
481,2023-03-05,314,online,march_8,completed,0
482,2023-03-05,315,online,march_8,completed,0
483,2023-03-05,316,online,march_8,completed,0
484,2023-03-05,317,offline,march_8,completed,0
485,2023-03-05,318,online,march_8,completed,0
486,2023-03-05,319,offline,march_8,completed,0
487,2023-03-05,320,offline,march_8,completed,0
488,2023-03-05,251,offline,march_8,completed,0
489,2023-03-05,161,online,march_8,completed,150
490,2023-03-05,321,offline,march_8,completed,0
491,2023-03-05,26,online,march_8,completed,0
492,2023-03-05,265,offline,march_8,completed,0
493,2023-03-05,322,online,march_8,completed,600
494,2023-03-05,323,online,march_8,completed,250
495,2023-03-05,262,offline,march_8,completed,0
496,2023-03-05,77,online,march_8,completed,0
497,2023-03-05,324,offline,march_8,cancelled,0
498,2023-03-05,325,offline,march_8,completed,0
499,2023-03-05,326,offline,march_8,completed,0
500,2023-03-05,327,offline,march_8,completed,0
501,2023-03-05,328,offline,march_8,completed,150
502,2023-03-05,166,online,march_8,completed,0
503,2023-03-05,329,offline,march_8,completed,0
504,2023-03-05,148,online,march_8,completed,0
505,2023-03-05,330,offline,march_8,completed,0
506,2023-03-05,331,online,march_8,completed,0
507,2023-03-05,145,online,march_8,cancelled,0
508,2023-03-05,332,offline,march_8,completed,0
509,2023-03-05,333,online,march_8,completed,0
510,2023-03-05,29,offline,march_8,completed,0
511,2023-03-05,182,online,march_8,completed,0
512,2023-03-05,334,offline,march_8,completed,0
513,2023-03-05,191,offline,march_8,completed,0
514,2023-03-05,48,online,march_8,cancelled,0
515,2023-03-05,269,online,march_8,completed,0
516,2023-03-05,335,offline,march_8,completed,0
517,2023-03-05,336,offline,march_8,completed,0
518,2023-03-05,337,online,march_8,completed,0
519,2023-03-05,338,offline,march_8,completed,0
520,2023-03-05,339,online,march_8,completed,0
521,2023-03-05,229,offline,march_8,completed,0
522,2023-03-06,340,offline,march_8,completed,0
523,2023-03-06,341,offline,march_8,completed,0
524,2023-03-06,233,offline,march_8,completed,0
525,2023-03-06,342,online,march_8,completed,0
526,2023-03-06,343,online,march_8,completed,0
527,2023-03-06,89,offline,march_8,completed,0
528,2023-03-06,344,online,march_8,completed,0
529,2023-03-06,345,offline,march_8,completed,0
530,2023-03-06,346,offline,march_8,completed,0
531,2023-03-06,347,offline,march_8,completed,0
532,2023-03-06,348,online,march_8,completed,0
533,2023-03-06,349,offline,march_8,completed,0
534,2023-03-06,350,online,march_8,cancelled,0
535,2023-03-06,351,offline,march_8,completed,0
536,2023-03-06,352,online,march_8,completed,0
537,2023-03-06,353,offline,march_8,completed,0
538,2023-03-06,144,offline,march_8,completed,0
539,2023-03-06,40,offline,march_8,completed,0
540,2023-03-06,354,offline,march_8,completed,0
541,2023-03-06,306,offline,march_8,completed,0
542,2023-03-06,355,offline,march_8,completed,0
543,2023-03-06,356,online,march_8,completed,0
544,2023-03-06,357,offline,march_8,completed,0
545,2023-03-06,358,offline,march_8,completed,0
546,2023-03-06,359,online,march_8,completed,0
547,2023-03-06,360,online,march_8,completed,0
548,2023-03-06,327,online,march_8,completed,0
549,2023-03-06,361,offline,march_8,completed,0
550,2023-03-06,161,offline,march_8,completed,0
551,2023-03-06,362,online,march_8,cancelled,0
552,2023-03-06,307,offline,march_8,completed,0
553,2023-03-06,290,offline,march_8,completed,0
554,2023-03-06,363,offline,march_8,completed,0
555,2023-03-06,364,offline,march_8,completed,0
556,2023-03-06,365,online,march_8,completed,0
557,2023-03-06,366,offline,march_8,cancelled,0
558,2023-03-06,367,online,march_8,completed,0
559,2023-03-06,368,offline,march_8,completed,0
560,2023-03-06,369,offline,march_8,completed,0
561,2023-03-06,370,offline,march_8,completed,0
562,2023-03-06,371,online,march_8,cancelled,0
563,2023-03-06,256,offline,march_8,completed,0
564,2023-03-06,22,online,march_8,completed,0
565,2023-03-06,120,offline,march_8,cancelled,0
566,2023-03-06,24,online,march_8,completed,0
567,2023-03-06,372,offline,march_8,completed,0
568,2023-03-06,373,online,march_8,completed,200
569,2023-03-06,374,online,march_8,completed,0
570,2023-03-06,375,online,march_8,cancelled,0
571,2023-03-06,376,offline,march_8,completed,0
572,2023-03-06,377,offline,march_8,completed,0
573,2023-03-06,378,offline,march_8,completed,0
574,2023-03-06,107,online,march_8,completed,0
575,2023-03-06,23,online,march_8,completed,0
576,2023-03-06,379,online,march_8,cancelled,0
577,2023-03-06,380,offline,march_8,completed,0
578,2023-03-06,381,online,march_8,completed,0
579,2023-03-06,382,online,march_8,cancelled,0
580,2023-03-06,383,online,march_8,completed,0
581,2023-03-06,384,offline,march_8,completed,150
582,2023-03-06,385,online,march_8,completed,0
583,2023-03-06,386,offline,march_8,completed,0
584,2023-03-06,387,offline,march_8,completed,0
585,2023-03-06,388,offline,march_8,completed,0
586,2023-03-06,95,offline,march_8,completed,0
587,2023-03-06,171,offline,march_8,completed,0
588,2023-03-06,389,online,march_8,completed,100
589,2023-03-06,390,online,march_8,completed,0
590,2023-03-06,391,offline,march_8,completed,0
591,2023-03-06,258,offline,march_8,completed,0
592,2023-03-06,392,offline,march_8,completed,0
593,2023-03-06,393,online,march_8,completed,0
594,2023-03-06,394,offline,march_8,completed,0
595,2023-03-06,395,online,march_8,completed,0
596,2023-03-06,396,online,march_8,completed,0
597,2023-03-06,395,offline,march_8,completed,0
598,2023-03-06,397,offline,march_8,completed,0
599,2023-03-07,398,online,march_8,completed,0
600,2023-03-07,399,offline,march_8,completed,0
601,2023-03-07,400,online,march_8,completed,0
