client_id,gender,age_group,first_order_date,client_type
276,male,25-34,2023-03-03,regular
277,female,25-34,2023-03-03,regular
278,female,55+,2023-03-03,regular
279,male,35-44,2023-03-03,regular
280,female,35-44,2023-03-03,regular
281,male,25-34,2023-03-04,new
282,male,25-34,2023-03-04,regular
283,female,18-24,2023-03-04,regular
284,female,35-44,2023-03-04,regular
285,female,55+,2023-03-04,regular
286,male,55+,2023-03-04,regular
287,female,45-54,2023-03-04,regular
288,female,45-54,2023-03-04,regular
289,female,55+,2023-03-04,regular
290,female,18-24,2023-03-04,regular
291,female,18-24,2023-03-04,regular
292,male,18-24,2023-03-04,regular
293,male,45-54,2023-03-04,regular
294,female,18-24,2023-03-04,regular
295,male,35-44,2023-03-04,regular
296,female,35-44,2023-03-04,regular
297,male,18-24,2023-03-04,regular
298,male,25-34,2023-03-04,regular
299,male,25-34,2023-03-04,new
300,male,35-44,2023-03-04,regular
301,female,25-34,2023-03-04,regular
302,female,25-34,2023-03-04,regular
303,female,25-34,2023-03-04,new
304,unknown,35-44,2023-03-04,regular
305,female,25-34,2023-03-04,new
306,male,45-54,2023-03-04,regular
307,female,35-44,2023-03-04,regular
308,male,18-24,2023-03-04,regular
309,female,45-54,2023-03-04,regular
310,female,45-54,2023-03-04,new
311,female,25-34,2023-03-04,regular
312,male,35-44,2023-03-05,regular
313,male,35-44,2023-03-05,new
314,unknown,45-54,2023-03-05,new
315,male,35-44,2023-03-05,regular
316,male,18-24,2023-03-05,new
317,male,45-54,2023-03-05,new
318,female,35-44,2023-03-05,new
319,male,25-34,2023-03-05,regular
320,female,25-34,2023-03-05,new
321,female,45-54,2023-03-05,regular
322,male,35-44,2023-03-05,regular
323,male,35-44,2023-03-05,new
324,female,45-54,2023-03-05,new
325,male,35-44,2023-03-05,regular
326,male,25-34,2023-03-05,regular
327,female,35-44,2023-03-05,regular
328,male,35-44,2023-03-05,regular
329,female,35-44,2023-03-05,new
330,male,25-34,2023-03-05,regular
331,male,35-44,2023-03-05,regular
332,female,25-34,2023-03-05,regular
333,female,18-24,2023-03-05,regular
334,female,18-24,2023-03-05,regular
335,female,25-34,2023-03-05,regular
336,male,18-24,2023-03-05,new
337,male,35-44,2023-03-05,regular
338,female,55+,2023-03-05,regular
339,female,45-54,2023-03-05,regular
340,female,45-54,2023-03-06,regular
341,female,45-54,2023-03-06,regular
342,female,35-44,2023-03-06,new
343,female,25-34,2023-03-06,regular
344,female,45-54,2023-03-06,new
345,male,45-54,2023-03-06,regular
346,male,25-34,2023-03-06,regular
347,female,18-24,2023-03-06,new
348,male,45-54,2023-03-06,regular
349,female,35-44,2023-03-06,regular
350,unknown,35-44,2023-03-06,new
351,male,25-34,2023-03-06,regular
352,female,25-34,2023-03-06,regular
353,female,55+,2023-03-06,new
354,female,45-54,2023-03-06,new
355,unknown,45-54,2023-03-06,regular
356,female,45-54,2023-03-06,regular
357,male,25-34,2023-03-06,regular
358,female,55+,2023-03-06,new
359,male,35-44,2023-03-06,new
360,male,25-34,2023-03-06,regular
361,male,25-34,2023-03-06,regular
362,female,25-34,2023-03-06,regular
363,female,55+,2023-03-06,regular
364,female,25-34,2023-03-06,regular
365,female,35-44,2023-03-06,new
366,female,35-44,2023-03-06,new
367,female,25-34,2023-03-06,regular
368,female,25-34,2023-03-06,regular
369,female,55+,2023-03-06,regular
370,female,35-44,2023-03-06,regular
371,male,25-34,2023-03-06,regular
372,male,18-24,2023-03-06,regular
373,male,35-44,2023-03-06,new
374,male,25-34,2023-03-06,regular
375,female,45-54,2023-03-06,regular
376,male,45-54,2023-03-06,new
377,male,35-44,2023-03-06,new
378,female,55+,2023-03-06,regular
379,female,35-44,2023-03-06,regular
380,female,25-34,2023-03-06,new
381,female,45-54,2023-03-06,new
382,female,25-34,2023-03-06,new
383,female,35-44,2023-03-06,regular
384,female,25-34,2023-03-06,regular
385,male,25-34,2023-03-06,regular
386,unknown,35-44,2023-03-06,regular
387,female,35-44,2023-03-06,new
388,male,25-34,2023-03-06,regular
389,male,35-44,2023-03-06,new
390,female,18-24,2023-03-06,regular
391,male,35-44,2023-03-06,new
392,female,35-44,2023-03-06,regular
393,female,45-54,2023-03-06,regular
394,male,25-34,2023-03-06,regular
395,female,45-54,2023-03-06,regular
396,male,45-54,2023-03-06,regular
397,female,25-34,2023-03-06,regular
398,female,25-34,2023-03-07,regular
399,female,18-24,2023-03-07,regular
400,female,35-44,2023-03-07,new
401,female,25-34,2023-03-07,regular
402,male,35-44,2023-03-07,regular
403,male,25-34,2023-03-07,new
404,female,25-34,2023-03-07,regular
405,male,35-44,2023-03-07,regular
406,female,25-34,2023-03-07,regular
407,male,45-54,2023-03-07,new
408,male,35-44,2023-03-07,regular
409,female,45-54,2023-03-07,new
410,female,25-34,2023-03-07,regular
411,female,25-34,2023-03-07,new
412,male,35-44,2023-03-07,new
413,female,55+,2023-03-07,regular
414,male,35-44,2023-03-07,regular
415,male,18-24,2023-03-07,regular
416,female,18-24,2023-03-07,new
417,female,55+,2023-03-07,regular
418,female,25-34,2023-03-07,regular
419,male,25-34,2023-03-07,new
420,male,25-34,2023-03-07,regular
421,female,25-34,2023-03-07,regular
422,female,35-44,2023-03-07,regular
423,female,35-44,2023-03-07,regular
424,male,35-44,2023-03-07,regular
425,female,25-34,2023-03-07,new
426,male,35-44,2023-03-07,regular
427,female,35-44,2023-03-07,regular
428,male,35-44,2023-03-07,regular
429,female,25-34,2023-03-07,new
430,male,25-34,2023-03-07,regular
431,female,35-44,2023-03-07,new
432,male,55+,2023-03-07,regular
433,female,18-24,2023-03-07,regular
434,female,35-44,2023-03-07,regular
435,female,35-44,2023-03-07,regular
436,female,45-54,2023-03-07,regular
437,female,25-34,2023-03-07,regular
438,female,25-34,2023-03-07,regular
439,male,18-24,2023-03-07,regular
440,male,35-44,2023-03-07,regular
441,female,35-44,2023-03-07,regular
442,male,35-44,2023-03-07,regular
443,male,35-44,2023-03-07,regular
444,male,45-54,2023-03-07,regular
445,male,25-34,2023-03-07,regular
446,female,18-24,2023-03-07,regular
447,female,35-44,2023-03-07,regular
448,male,25-34,2023-03-07,regular
449,female,25-34,2023-03-07,regular
450,female,25-34,2023-03-07,new
451,female,35-44,2023-03-07,new
452,female,25-34,2023-03-07,new
453,female,35-44,2023-03-07,regular
454,male,45-54,2023-03-07,regular
455,male,45-54,2023-03-07,new
456,female,45-54,2023-03-07,regular
457,female,25-34,2023-03-07,regular
458,male,25-34,2023-03-07,regular
459,female,35-44,2023-03-07,regular
460,female,35-44,2023-03-07,regular
461,male,35-44,2023-03-08,regular
462,female,25-34,2023-03-08,new
463,female,25-34,2023-03-08,regular
464,unknown,35-44,2023-03-08,regular
465,female,25-34,2023-03-08,regular
466,male,35-44,2023-03-08,regular
467,female,35-44,2023-03-08,regular
468,male,25-34,2023-03-08,regular
469,female,25-34,2023-03-08,regular
470,female,35-44,2023-03-08,regular
471,female,25-34,2023-03-08,regular
472,female,25-34,2023-03-08,regular
473,male,55+,2023-03-08,regular
474,female,25-34,2023-03-08,new
475,male,25-34,2023-03-08,regular
476,male,18-24,2023-03-08,regular
477,male,45-54,2023-03-08,new
478,male,25-34,2023-03-08,regular
479,female,18-24,2023-03-08,regular
480,male,25-34,2023-03-08,regular
481,female,45-54,2023-03-08,new
482,female,35-44,2023-03-08,regular
483,male,18-24,2023-03-08,new
484,male,45-54,2023-03-08,new
485,female,25-34,2023-03-08,regular
486,female,35-44,2023-03-08,regular
487,female,45-54,2023-03-08,regular
488,female,18-24,2023-03-08,regular
489,female,55+,2023-03-08,new
490,male,18-24,2023-03-08,regular
491,female,25-34,2023-03-08,new
492,male,18-24,2023-03-08,new
493,male,35-44,2023-03-08,new
494,female,45-54,2023-03-08,regular
495,female,35-44,2023-03-08,regular
496,unknown,35-44,2023-03-08,regular
497,male,25-34,2023-03-08,regular
498,female,35-44,2023-03-08,regular
499,male,18-24,2023-03-08,new
500,male,25-34,2023-03-08,regular
501,male,55+,2023-03-08,regular
502,male,55+,2023-03-08,regular
503,female,35-44,2023-03-08,regular
504,female,25-34,2023-03-08,regular
505,female,35-44,2023-03-08,new
506,female,25-34,2023-03-08,regular
507,female,25-34,2023-03-08,regular
508,male,35-44,2023-03-08,regular
509,unknown,35-44,2023-03-08,new
510,male,45-54,2023-03-08,regular
511,female,35-44,2023-03-08,new
512,female,18-24,2023-03-08,new
513,male,18-24,2023-03-08,regular
514,male,35-44,2023-03-08,new
515,female,35-44,2023-03-08,regular
516,female,25-34,2023-03-08,regular
517,female,45-54,2023-03-08,regular
518,male,25-34,2023-03-08,new
519,male,35-44,2023-03-08,regular
520,female,35-44,2023-03-08,regular
521,male,45-54,2023-03-08,regular
522,female,25-34,2023-03-08,new
523,female,25-34,2023-03-08,regular
524,female,45-54,2023-03-08,regular
525,female,45-54,2023-03-09,regular
526,male,55+,2023-03-09,regular
527,female,35-44,2023-03-10,new
528,female,18-24,2023-03-11,regular
529,male,55+,2023-03-11,new
530,female,35-44,2023-03-11,regular
531,female,25-34,2023-03-11,regular
532,female,35-44,2023-03-11,regular
533,female,18-24,2023-03-12,regular
534,female,25-34,2023-03-12,new
535,female,18-24,2023-03-12,regular
536,female,35-44,2023-03-12,regular
537,male,25-34,2023-03-13,regular
538,female,35-44,2023-03-14,new
539,female,18-24,2023-03-14,regular
540,male,18-24,2023-03-14,regular
541,female,25-34,2023-03-15,regular
542,male,18-24,2023-03-15,regular
543,female,45-54,2023-03-15,regular
544,male,55+,2023-03-15,regular
545,female,25-34,2023-03-16,regular
546,female,25-34,2023-03-16,regular
547,male,18-24,2023-03-16,regular
548,female,55+,2023-03-17,new
549,male,25-34,2023-03-17,regular
550,female,35-44,2023-03-17,regular
551,female,45-54,2023-03-17,new
552,male,25-34,2023-03-18,regular
553,female,35-44,2023-03-18,regular
554,male,18-24,2023-03-18,new
555,male,25-34,2023-03-19,regular
556,female,25-34,2023-03-19,regular
557,female,35-44,2023-03-19,regular
558,female,25-34,2023-03-20,regular
559,female,25-34,2023-03-23,regular
560,female,35-44,2023-03-23,regular
561,male,45-54,2023-03-24,new
562,female,25-34,2023-03-24,regular
563,male,35-44,2023-03-24,regular
564,male,45-54,2023-03-25,new
565,male,18-24,2023-03-25,regular
566,male,18-24,2023-03-25,regular
567,female,18-24,2023-03-25,regular
568,female,25-34,2023-03-25,new
569,female,45-54,2023-03-26,new
570,female,18-24,2023-03-26,regular
571,unknown,45-54,2023-03-26,new
572,female,18-24,2023-03-26,new
573,male,25-34,2023-03-26,regular
574,male,35-44,2023-03-26,regular
575,male,45-54,2023-03-26,regular
576,female,18-24,2023-03-27,regular
577,male,35-44,2023-03-27,regular
578,female,25-34,2023-03-27,new
579,female,25-34,2023-03-28,regular
580,female,25-34,2023-03-28,regular
581,female,25-34,2023-03-28,regular
582,female,35-44,2023-03-28,regular
583,female,25-34,2023-03-30,regular
584,female,55+,2023-03-31,regular
585,male,25-34,2023-03-31,new
586,male,45-54,2023-03-31,regular
587,female,35-44,2023-04-01,new
588,male,35-44,2023-04-01,regular
589,female,25-34,2023-04-01,new
590,male,25-34,2023-04-01,new
591,unknown,45-54,2023-04-01,regular
592,female,25-34,2023-04-01,regular
593,female,25-34,2023-04-01,regular
594,male,45-54,2023-04-02,regular
595,female,35-44,2023-04-02,regular
596,female,25-34,2023-04-02,new
597,female,35-44,2023-04-03,regular
598,female,25-34,2023-04-03,new
599,male,45-54,2023-04-03,regular
600,female,35-44,2023-04-04,new
601,female,45-54,2023-04-05,new
602,female,35-44,2023-04-06,new
603,male,18-24,2023-04-06,regular
604,male,55+,2023-04-06,regular
605,female,35-44,2023-04-07,regular
606,male,25-34,2023-04-07,regular
607,female,25-34,2023-04-07,regular
608,female,25-34,2023-04-08,regular
609,female,55+,2023-04-08,regular
610,male,25-34,2023-04-08,regular
611,male,25-34,2023-04-09,regular
612,female,45-54,2023-04-09,regular
613,female,25-34,2023-04-09,regular
614,male,35-44,2023-04-09,new
615,female,25-34,2023-04-09,regular
616,female,25-34,2023-04-09,new
617,female,25-34,2023-04-10,new
618,female,25-34,2023-04-10,regular
619,female,35-44,2023-04-11,regular
620,female,35-44,2023-04-12,regular
621,female,18-24,2023-04-12,new
622,female,25-34,2023-04-12,regular
623,female,35-44,2023-04-12,new
624,female,25-34,2023-04-13,new
625,female,45-54,2023-04-13,regular
626,male,25-34,2023-04-14,regular
627,unknown,25-34,2023-04-14,regular
628,female,45-54,2023-04-14,regular
629,male,55+,2023-04-15,regular
630,male,25-34,2023-04-15,regular
631,male,18-24,2023-04-15,regular
632,female,45-54,2023-04-15,regular
633,male,55+,2023-04-16,regular
634,female,45-54,2023-04-16,regular
635,female,45-54,2023-04-16,regular
636,female,45-54,2023-04-17,regular
637,male,35-44,2023-04-17,regular
638,female,35-44,2023-04-17,new
639,female,25-34,2023-04-18,new
640,unknown,45-54,2023-04-18,regular
641,female,35-44,2023-04-19,regular
642,male,55+,2023-04-19,regular
643,unknown,45-54,2023-04-19,regular
644,male,18-24,2023-04-21,regular
645,female,25-34,2023-04-21,regular
646,male,18-24,2023-04-22,regular
647,female,25-34,2023-04-22,regular
648,male,35-44,2023-04-23,regular
649,male,35-44,2023-04-23,regular
650,male,35-44,2023-04-23,new
651,female,18-24,2023-04-23,regular
652,male,25-34,2023-04-23,regular
653,male,25-34,2023-04-23,regular
654,female,45-54,2023-04-24,regular
655,male,25-34,2023-04-24,regular
656,female,45-54,2023-04-24,regular
657,male,18-24,2023-04-25,regular
658,male,25-34,2023-04-25,regular
659,female,45-54,2023-04-26,regular
660,female,35-44,2023-04-27,new
661,female,25-34,2023-04-27,regular
662,male,25-34,2023-04-27,regular
663,female,25-34,2023-04-27,regular
664,female,25-34,2023-04-27,regular
665,male,25-34,2023-04-28,new
666,male,25-34,2023-04-28,new
667,male,35-44,2023-04-28,new
668,female,35-44,2023-04-28,regular
669,female,45-54,2023-04-29,new
670,female,35-44,2023-04-29,regular
671,female,18-24,2023-04-29,regular
672,female,25-34,2023-04-30,regular
673,female,35-44,2023-04-30,regular
674,male,45-54,2023-04-30,new
675,female,45-54,2023-04-30,new
676,female,45-54,2023-04-30,new
677,female,55+,2023-04-30,regular
678,female,18-24,2023-04-30,regular
679,female,25-34,2023-05-01,new
680,male,45-54,2023-05-01,new
681,female,25-34,2023-05-01,regular
682,unknown,35-44,2023-05-02,new
683,male,35-44,2023-05-02,regular
684,female,25-34,2023-05-02,regular
685,female,35-44,2023-05-03,regular
686,female,45-54,2023-05-04,regular
687,male,18-24,2023-05-04,regular
688,female,25-34,2023-05-04,regular
689,male,35-44,2023-05-04,regular
690,female,25-34,2023-05-05,new
691,female,35-44,2023-05-06,regular
692,unknown,45-54,2023-05-06,regular
693,female,55+,2023-05-06,new
694,male,45-54,2023-05-07,regular
695,male,25-34,2023-05-07,regular
696,female,35-44,2023-05-07,regular
697,female,35-44,2023-05-07,regular
698,female,25-34,2023-05-07,regular
699,male,35-44,2023-05-08,regular
700,female,35-44,2023-05-08,regular
701,male,45-54,2023-05-08,regular
702,female,25-34,2023-05-08,regular
703,male,18-24,2023-05-09,regular
704,male,35-44,2023-05-09,regular
705,male,25-34,2023-05-09,regular
706,male,35-44,2023-05-10,regular
707,male,25-34,2023-05-10,new
708,female,35-44,2023-05-10,regular
709,female,18-24,2023-05-11,regular
710,female,35-44,2023-05-11,regular
711,female,45-54,2023-05-11,new
712,male,45-54,2023-05-12,regular
713,male,25-34,2023-05-12,new
714,unknown,35-44,2023-05-12,new
715,male,35-44,2023-05-13,regular
716,female,45-54,2023-05-13,regular
717,male,25-34,2023-05-14,new
718,male,25-34,2023-05-14,regular
719,male,35-44,2023-05-14,regular
720,unknown,35-44,2023-05-15,regular
721,male,25-34,2023-05-15,regular
722,female,45-54,2023-05-16,regular
723,unknown,45-54,2023-05-17,regular
724,female,45-54,2023-05-17,regular
725,unknown,55+,2023-05-17,regular
726,female,18-24,2023-05-18,new
727,female,25-34,2023-05-18,regular
728,female,25-34,2023-05-18,regular
729,male,35-44,2023-05-19,regular
730,female,25-34,2023-05-19,new
731,female,55+,2023-05-20,regular
732,female,25-34,2023-05-20,regular
733,female,18-24,2023-05-20,regular
734,male,35-44,2023-05-20,regular
735,female,35-44,2023-05-20,regular
736,male,25-34,2023-05-21,regular
737,female,18-24,2023-05-21,new
738,female,18-24,2023-05-21,regular
739,female,25-34,2023-05-21,new
740,female,35-44,2023-05-22,new
741,female,25-34,2023-05-22,new
742,female,45-54,2023-05-22,new
743,male,25-34,2023-05-23,regular
744,male,25-34,2023-05-24,new
745,female,45-54,2023-05-24,regular
746,female,35-44,2023-05-24,regular
747,female,25-34,2023-05-24,regular
748,female,25-34,2023-05-25,regular
749,female,25-34,2023-05-25,regular
750,female,35-44,2023-05-25,new
751,female,25-34,2023-05-26,regular
752,female,25-34,2023-05-26,new
753,male,45-54,2023-05-26,regular
754,unknown,45-54,2023-05-26,regular
755,female,35-44,2023-05-26,regular
756,female,18-24,2023-05-26,regular
757,unknown,55+,2023-05-26,regular
758,male,25-34,2023-05-27,regular
759,female,45-54,2023-05-27,regular
760,female,35-44,2023-05-27,regular
761,female,35-44,2023-05-27,new
762,female,25-34,2023-05-27,regular
763,male,18-24,2023-05-27,regular
764,female,25-34,2023-05-27,regular
765,female,25-34,2023-05-27,regular
766,female,25-34,2023-05-28,regular
767,male,45-54,2023-05-28,regular
768,male,55+,2023-05-28,regular
769,female,25-34,2023-05-28,new
770,female,55+,2023-05-28,regular
771,female,35-44,2023-05-28,regular
772,female,45-54,2023-05-28,regular
773,male,18-24,2023-05-28,regular
774,male,25-34,2023-05-28,regular
775,female,35-44,2023-05-29,new
776,female,35-44,2023-05-29,regular
777,female,35-44,2023-05-29,regular
778,unknown,25-34,2023-05-30,new
779,female,35-44,2023-05-30,regular
780,female,45-54,2023-05-30,new
781,female,25-34,2023-05-30,new
782,female,55+,2023-05-31,regular
783,male,25-34,2023-05-31,regular
784,female,35-44,2023-05-31,new
