order_item_id,order_id,bouquet_id,quantity,unit_price
127,115,14,1,5850
128,116,1,1,7200
129,117,7,1,4250
130,117,22,1,5800
131,118,18,1,1650
132,119,17,1,4800
133,120,16,10,6600
134,121,30,1,4700
135,122,30,1,4700
136,123,19,1,8600
137,124,17,1,4800
138,125,25,1,3850
139,126,17,1,4800
140,127,30,1,4700
141,128,18,1,1650
142,129,17,1,4800
143,130,17,1,4800
144,131,6,1,8000
145,132,30,1,4700
146,133,27,1,5000
147,134,27,1,5000
148,135,18,1,1650
149,135,6,1,8000
150,136,6,1,8000
151,137,28,3,5500
152,137,11,8,3200
153,137,16,4,6600
154,138,24,1,5400
155,138,25,1,3850
156,139,11,1,3200
157,140,6,1,8000
158,141,11,1,3200
159,141,11,2,3200
160,142,22,1,5800
161,143,16,2,6600
162,144,17,1,4800
163,145,24,1,5400
164,146,17,1,4800
165,147,14,1,5850
166,148,16,2,6600
167,149,30,1,4700
168,150,11,3,3200
169,150,16,5,6600
170,151,17,1,4800
171,152,14,1,5850
172,153,25,1,3850
173,154,11,1,3200
174,155,25,1,3850
175,156,2,1,5450
176,157,30,1,4700
177,158,14,1,5850
178,159,14,1,5850
179,160,4,1,4350
180,161,16,1,6600
181,161,30,2,4700
182,162,6,1,8000
183,163,24,1,5400
184,164,17,1,4800
185,164,11,1,3200
186,165,30,1,4700
187,166,7,1,4250
188,167,7,1,4250
189,168,25,1,3850
190,168,28,1,5500
191,168,23,2,2850
192,169,18,1,1650
193,170,2,1,5450
194,171,6,1,8000
195,172,25,1,3850
196,173,1,1,7200
197,174,21,1,4350
198,175,24,1,5400
199,175,25,1,3850
200,176,18,1,1650
201,177,1,1,7200
202,178,14,1,5850
203,179,1,1,7200
204,180,14,2,5850
205,181,1,1,7200
206,182,22,1,5800
207,183,1,1,7200
208,184,14,1,5850
209,185,30,1,4700
210,186,22,1,5800
211,187,14,1,5850
212,188,22,1,5800
213,189,10,1,5100
214,190,1,1,7200
215,191,2,1,5450
216,192,6,2,8000
217,193,2,1,5450
218,194,30,1,4700
219,195,10,1,5100
220,196,18,1,1650
221,197,1,2,7200
222,198,14,1,5850
223,199,22,1,5800
224,200,30,1,4700
225,201,14,1,5850
226,202,22,1,5800
227,203,1,1,7200
228,204,2,1,5450
229,205,1,1,7200
230,206,1,1,7200
231,207,6,1,8000
232,208,14,1,5850
233,209,1,1,7200
234,210,14,2,5850
235,211,10,1,5100
236,211,22,1,5800
237,212,14,1,5850
238,213,18,1,1650
239,214,22,1,5800
240,215,22,1,5800
241,216,1,2,7200
242,217,14,1,5850
243,218,1,1,7200
244,219,30,1,4700
245,220,14,1,5850
246,221,14,1,5850
247,222,2,1,5450
248,223,22,1,5800
249,224,14,1,5850
250,225,2,1,5450
251,226,14,1,5850
252,227,1,1,7200
253,228,1,1,7200
254,229,14,1,5850
255,230,2,1,5450
256,231,10,1,5100
257,232,14,1,5850
258,233,1,1,7200
259,234,2,1,5450
260,235,6,1,8000
261,235,2,1,5450
262,236,6,1,8000
263,236,22,1,5800
264,237,1,1,7200
265,238,6,1,8000
266,239,30,2,4700
267,240,22,1,5800
268,241,1,1,7200
269,242,14,1,5850
270,243,6,1,8000
271,244,22,1,5800
272,245,14,1,5850
273,246,6,1,8000
274,247,2,1,5450
275,248,1,1,7200
276,249,30,1,4700
277,250,22,1,5800
278,251,18,3,1650
279,251,1,1,7200
280,252,1,1,7200
281,253,1,1,7200
282,253,14,1,5850
283,254,1,2,7200
284,255,22,1,5800
285,256,22,1,5800
286,257,1,2,7200
287,258,2,1,5450
288,259,30,1,4700
289,260,1,1,7200
290,261,6,1,8000
291,262,6,1,8000
292,263,14,1,5850
293,264,30,1,4700
294,265,1,1,7200
295,266,1,1,7200
296,266,14,1,5850
297,267,1,1,7200
298,268,22,2,5800
299,269,14,1,5850
300,270,1,1,7200
301,271,1,2,7200
302,272,1,1,7200
303,273,1,1,7200
304,274,18,1,1650
305,275,14,2,5850
306,276,1,3,7200
307,277,6,2,8000
308,278,30,3,4700
309,279,2,1,5450
310,280,1,1,7200
311,280,14,1,5850
312,281,2,1,5450
313,282,2,2,5450
314,283,30,1,4700
315,284,1,1,7200
316,285,30,1,4700
317,286,1,1,7200
318,287,14,1,5850
319,288,30,2,4700
320,289,1,1,7200
321,290,22,1,5800
322,291,18,1,1650
323,292,1,1,7200
324,293,6,1,8000
325,294,1,1,7200
326,295,18,1,1650
327,296,1,1,7200
328,297,10,1,5100
329,298,6,1,8000
330,299,1,1,7200
331,300,18,1,1650
332,301,22,1,5800
333,302,14,1,5850
334,303,1,1,7200
335,304,21,1,4350
336,305,18,1,1650
337,306,22,1,5800
338,307,3,1,4000
339,308,17,1,4800
340,308,6,1,8000
341,309,6,1,8000
342,310,4,2,4350
343,311,30,1,4700
344,312,1,2,7200
345,313,11,1,3200
346,314,17,1,4800
347,315,3,1,4000
348,316,3,1,4000
349,317,25,1,3850
350,318,2,1,5450
351,319,17,1,4800
352,320,14,1,5850
353,321,7,1,4250
354,322,18,1,1650
355,323,1,1,7200
356,324,6,1,8000
357,325,14,1,5850
358,326,28,3,5500
359,327,1,1,7200
360,328,25,1,3850
361,329,2,1,5450
362,330,7,1,4250
363,331,2,1,5450
364,332,6,1,8000
365,333,6,1,8000
366,333,14,1,5850
367,334,27,1,5000
368,335,3,1,4000
369,336,30,1,4700
370,337,30,1,4700
371,338,24,1,5400
372,339,27,1,5000
373,340,7,2,4250
374,341,23,1,2850
375,342,23,1,2850
376,343,14,1,5850
377,344,1,1,7200
378,345,30,1,4700
379,346,30,1,4700
380,347,1,1,7200
381,348,3,1,4000
382,349,17,1,4800
383,350,30,1,4700
384,351,22,1,5800
385,352,3,1,4000
386,353,6,1,8000
387,354,18,1,1650
388,355,2,1,5450
389,356,3,2,4000
390,357,2,1,5450
391,358,3,1,4000
392,359,18,1,1650
393,359,6,1,8000
394,360,23,1,2850
395,361,3,2,4000
396,362,3,1,4000
397,363,3,1,4000
398,364,27,1,5000
399,365,27,1,5000
400,366,6,1,8000
401,367,3,1,4000
402,367,3,1,4000
403,368,2,1,5450
404,368,3,1,4000
405,369,7,1,4250
406,370,3,1,4000
407,371,7,1,4250
408,371,3,1,4000
409,372,18,2,1650
410,373,3,1,4000
411,374,2,1,5450
412,375,4,1,4350
413,376,3,1,4000
414,377,2,2,5450
415,378,3,1,4000
416,379,27,1,5000
417,380,30,1,4700
418,381,4,1,4350
419,382,6,1,8000
420,383,3,1,4000
421,384,18,1,1650
422,385,27,1,5000
423,386,4,1,4350
424,387,3,1,4000
425,388,2,1,5450
426,389,27,1,5000
427,390,2,1,5450
428,390,3,1,4000
429,391,3,1,4000
430,392,4,1,4350
431,393,3,1,4000
432,394,27,1,5000
433,395,4,2,4350
434,396,3,1,4000
435,397,3,1,4000
436,398,4,1,4350
437,399,27,1,5000
438,400,3,2,4000
439,401,6,1,8000
440,402,3,1,4000
441,403,23,1,2850
442,404,6,1,8000
443,405,3,1,4000
444,406,2,1,5450
445,407,3,1,4000
446,408,4,1,4350
447,409,18,2,1650
448,410,4,1,4350
449,411,3,1,4000
450,412,3,1,4000
451,413,3,2,4000
452,414,18,2,1650
453,415,3,1,4000
454,416,3,3,4000
455,417,27,1,5000
456,418,4,2,4350
457,419,3,1,4000
458,420,3,2,4000
459,421,27,1,5000
460,422,3,1,4000
461,423,27,1,5000
462,424,2,2,5450
463,425,4,1,4350
464,426,3,1,4000
465,427,3,1,4000
466,428,18,1,1650
467,429,3,1,4000
468,430,3,1,4000
469,431,23,1,2850
470,432,3,1,4000
471,433,3,1,4000
472,434,6,1,8000
473,435,7,1,4250
474,436,2,1,5450
475,437,3,1,4000
476,438,3,3,4000
477,439,6,1,8000
478,440,27,1,5000
479,441,3,3,4000
480,442,2,1,5450
481,443,4,1,4350
482,444,6,1,8000
483,444,4,1,4350
484,445,3,1,4000
485,446,3,1,4000
486,447,2,1,5450
487,448,4,1,4350
488,449,4,1,4350
489,450,27,1,5000
490,451,6,1,8000
491,452,3,1,4000
492,453,27,1,5000
493,454,7,1,4250
494,455,27,1,5000
495,455,2,1,5450
496,456,27,1,5000
497,457,4,1,4350
498,458,18,1,1650
499,459,27,1,5000
500,460,3,1,4000
501,461,6,2,8000
502,462,3,1,4000
503,463,18,1,1650
504,464,6,1,8000
505,465,7,1,4250
506,466,27,1,5000
507,467,30,3,4700
508,468,4,1,4350
509,469,3,1,4000
510,470,2,1,5450
511,471,4,1,4350
512,472,4,1,4350
513,473,2,1,5450
514,473,4,1,4350
515,474,3,1,4000
516,475,27,1,5000
517,476,7,1,4250
518,476,3,1,4000
519,477,4,2,4350
520,478,4,1,4350
521,479,3,1,4000
522,480,27,1,5000
523,481,3,1,4000
524,482,3,2,4000
525,483,6,2,8000
526,484,3,1,4000
527,485,4,1,4350
528,486,3,1,4000
529,487,3,2,4000
530,488,4,1,4350
531,489,4,1,4350
532,490,30,1,4700
533,491,6,1,8000
534,492,3,1,4000
535,493,4,2,4350
536,493,18,2,1650
537,494,2,1,5450
538,495,3,1,4000
539,496,3,1,4000
540,497,3,1,4000
541,498,4,1,4350
542,499,3,1,4000
543,500,3,3,4000
544,501,2,1,5450
545,502,4,1,4350
546,502,3,1,4000
547,503,27,3,5000
548,504,27,1,5000
549,505,3,1,4000
550,506,3,1,4000
551,507,27,1,5000
552,508,3,1,4000
553,509,7,2,4250
554,510,3,1,4000
555,511,4,1,4350
556,512,2,1,5450
557,513,3,1,4000
558,514,4,1,4350
559,515,3,3,4000
560,516,3,1,4000
561,517,6,1,8000
562,517,3,1,4000
563,518,23,1,2850
564,519,3,2,4000
565,520,4,1,4350
566,521,2,1,5450
567,522,2,1,5450
568,523,2,1,5450
569,524,4,1,4350
570,525,27,1,5000
571,526,3,1,4000
572,526,4,3,4350
573,527,27,1,5000
574,528,3,1,4000
575,528,6,1,8000
576,529,3,1,4000
577,529,4,1,4350
578,530,23,1,2850
579,531,3,1,4000
580,532,3,1,4000
581,533,4,2,4350
582,534,2,1,5450
583,534,4,3,4350
584,535,4,1,4350
585,536,7,1,4250
586,537,4,1,4350
587,538,3,1,4000
588,539,27,2,5000
589,540,30,1,4700
590,541,3,1,4000
591,542,4,2,4350
592,543,27,1,5000
593,544,3,1,4000
594,545,27,1,5000
595,546,3,1,4000
596,547,18,1,1650
597,547,2,2,5450
598,548,27,1,5000
599,549,6,1,8000
600,550,3,1,4000
601,551,18,1,1650
602,552,7,1,4250
603,553,3,1,4000
604,554,6,1,8000
605,555,3,1,4000
606,556,27,1,5000
607,557,27,1,5000
608,558,2,1,5450
609,558,4,1,4350
610,559,4,3,4350
611,560,4,1,4350
612,561,4,1,4350
613,562,30,1,4700
614,562,4,1,4350
615,563,30,1,4700
616,564,4,2,4350
617,565,27,1,5000
618,566,27,2,5000
619,566,7,1,4250
620,567,3,1,4000
621,567,7,1,4250
622,568,3,1,4000
623,569,27,1,5000
624,570,2,1,5450
625,571,3,1,4000
626,572,7,1,4250
627,573,30,1,4700
628,574,2,2,5450
629,575,3,1,4000
630,576,3,1,4000
631,577,3,1,4000
632,578,4,1,4350
633,578,27,1,5000
634,579,3,1,4000
635,580,6,2,8000
636,581,4,1,4350
637,582,23,2,2850
638,583,6,1,8000
639,584,4,1,4350
640,585,30,1,4700
641,586,27,2,5000
642,587,2,1,5450
643,588,18,1,1650
644,589,27,1,5000
645,590,6,1,8000
646,591,4,1,4350
647,591,3,1,4000
648,592,23,1,2850
649,593,3,1,4000
650,594,4,1,4350
651,595,4,1,4350
652,596,6,1,8000
653,597,23,1,2850
654,598,3,1,4000
655,599,30,1,4700
656,600,18,1,1650
657,601,6,3,8000
658,602,3,1,4000
659,603,4,1,4350
660,604,4,1,4350
661,605,3,1,4000
662,606,4,1,4350
663,607,3,1,4000
664,608,3,1,4000
665,609,27,1,5000
666,610,23,1,2850
667,611,3,1,4000
668,612,4,1,4350
669,613,7,1,4250
670,614,4,2,4350
671,615,4,1,4350
672,616,27,1,5000
673,617,3,1,4000
674,618,3,1,4000
675,619,6,2,8000
676,620,3,1,4000
677,621,3,1,4000
678,622,3,1,4000
679,622,3,1,4000
680,623,27,1,5000
681,624,2,2,5450
682,625,4,1,4350
683,626,3,1,4000
684,627,3,1,4000
685,628,3,2,4000
686,629,4,1,4350
687,630,30,1,4700
688,631,4,1,4350
689,632,4,1,4350
690,633,27,1,5000
691,634,3,1,4000
692,635,4,1,4350
693,636,18,1,1650
694,637,3,1,4000
695,638,4,1,4350
696,639,3,1,4000
697,640,4,3,4350
698,641,7,1,4250
699,642,4,1,4350
700,642,3,1,4000
701,643,2,1,5450
702,644,3,1,4000
703,645,3,1,4000
704,646,2,1,5450
705,647,4,1,4350
706,648,4,1,4350
707,649,3,1,4000
708,650,7,1,4250
709,651,27,1,5000
710,652,7,2,4250
711,653,4,1,4350
712,654,18,1,1650
713,655,6,1,8000
714,656,3,1,4000
715,657,3,1,4000
716,658,7,1,4250
717,659,3,1,4000
718,660,3,1,4000
719,661,3,2,4000
720,662,6,1,8000
721,663,7,1,4250
722,664,3,1,4000
723,664,27,1,5000
724,665,23,1,2850
725,666,3,1,4000
726,667,7,1,4250
727,668,3,2,4000
728,669,3,1,4000
729,670,3,2,4000
730,671,3,1,4000
731,672,4,1,4350
732,673,2,1,5450
733,674,23,1,2850
734,675,23,1,2850
735,676,3,1,4000
736,677,7,1,4250
737,678,3,2,4000
738,679,4,3,4350
739,680,3,1,4000
740,681,27,3,5000
741,682,2,1,5450
742,682,4,1,4350
743,683,3,2,4000
744,684,6,1,8000
745,685,23,1,2850
746,685,4,1,4350
747,686,4,1,4350
748,687,2,2,5450
749,688,3,1,4000
750,689,30,1,4700
751,690,4,1,4350
752,691,27,1,5000
753,692,27,1,5000
754,693,3,2,4000
755,694,3,1,4000
756,695,3,1,4000
757,696,6,1,8000
758,697,3,1,4000
759,698,3,1,4000
760,699,2,1,5450
761,700,3,1,4000
762,701,4,1,4350
763,701,2,2,5450
764,702,3,1,4000
765,703,3,1,4000
766,704,7,1,4250
767,705,6,1,8000
768,706,3,1,4000
769,707,3,2,4000
770,707,4,1,4350
771,708,3,1,4000
772,709,2,1,5450
773,710,23,1,2850
774,711,4,1,4350
775,712,4,1,4350
776,713,2,1,5450
777,714,6,1,8000
778,715,30,1,4700
779,716,30,3,4700
780,717,7,1,4250
781,718,4,1,4350
782,719,27,1,5000
783,720,3,1,4000
784,721,7,1,4250
785,722,6,2,8000
786,723,18,1,1650
787,724,4,1,4350
788,725,4,1,4350
789,726,6,2,8000
790,727,4,1,4350
791,728,4,1,4350
792,729,3,1,4000
793,730,4,2,4350
794,731,4,1,4350
795,731,4,1,4350
796,732,4,1,4350
797,733,27,2,5000
798,734,6,1,8000
799,735,27,1,5000
800,736,3,1,4000
801,737,27,1,5000
802,738,27,1,5000
803,739,2,1,5450
804,740,3,1,4000
805,740,4,1,4350
806,741,18,1,1650
807,742,27,1,5000
808,743,23,2,2850
809,744,3,2,4000
810,745,3,1,4000
811,746,7,1,4250
812,747,6,1,8000
813,748,18,1,1650
814,749,4,1,4350
815,750,2,1,5450
816,751,18,1,1650
817,752,27,1,5000
818,753,3,1,4000
819,754,2,1,5450
820,755,18,1,1650
821,756,3,1,4000
822,757,3,1,4000
823,758,4,1,4350
824,759,3,1,4000
825,759,27,1,5000
826,760,3,1,4000
827,761,6,1,8000
828,762,3,1,4000
829,763,4,1,4350
830,764,7,1,4250
831,765,3,1,4000
832,766,2,1,5450
833,767,27,1,5000
834,768,27,1,5000
835,769,3,1,4000
836,770,23,1,2850
837,771,3,1,4000
838,771,27,1,5000
839,772,3,1,4000
840,773,3,2,4000
841,774,3,1,4000
842,775,18,1,1650
843,776,18,1,1650
844,777,27,1,5000
845,777,4,1,4350
846,778,3,1,4000
847,779,6,1,8000
848,780,4,2,4350
849,781,18,1,1650
850,782,27,1,5000
851,783,3,1,4000
852,784,3,1,4000
853,785,27,2,5000
854,786,27,1,5000
855,787,30,1,4700
856,788,3,1,4000
857,789,3,1,4000
858,789,14,1,5850
859,790,27,1,5000
860,791,7,1,4250
861,792,11,8,3200
862,793,21,1,4350
863,794,28,5,5500
864,794,16,1,6600
865,795,3,1,4000
866,796,14,1,5850
867,797,18,1,1650
868,798,23,1,2850
869,799,17,1,4800
870,800,25,1,3850
871,801,25,1,3850
872,802,6,1,8000
873,803,7,1,4250
874,804,17,1,4800
875,805,2,1,5450
876,806,6,1,8000
877,807,14,1,5850
878,808,2,1,5450
879,809,23,1,2850
880,810,14,1,5850
881,811,18,1,1650
882,812,7,1,4250
883,813,27,1,5000
884,814,30,1,4700
885,815,7,1,4250
886,816,24,1,5400
887,817,11,1,3200
888,818,14,1,5850
889,819,18,1,1650
890,820,23,1,2850
891,821,17,1,4800
892,822,6,1,8000
893,823,16,6,6600
894,824,6,1,8000
895,825,16,6,6600
896,825,28,3,5500
897,826,25,1,3850
898,827,11,1,3200
899,828,6,1,8000
900,829,3,1,4000
901,830,17,1,4800
902,831,23,2,2850
903,831,2,1,5450
904,832,18,1,1650
905,833,23,4,2850
906,833,11,5,3200
907,834,27,1,5000
908,835,27,1,5000
909,836,24,1,5400
910,837,23,5,2850
911,837,7,4,4250
912,838,18,1,1650
913,839,27,1,5000
914,840,25,1,3850
915,841,24,1,5400
916,842,2,1,5450
917,843,10,2,5100
918,844,3,1,4000
919,845,18,1,1650
920,846,2,2,5450
921,847,30,1,4700
922,848,3,1,4000
923,849,30,1,4700
924,849,21,1,4350
925,850,6,1,8000
926,851,23,1,2850
927,852,11,3,3200
928,852,28,2,5500
929,853,25,1,3850
930,854,25,1,3850
931,855,11,1,3200
932,856,30,1,4700
933,857,23,1,2850
934,858,18,1,1650
935,858,1,1,7200
936,859,6,2,8000
937,860,30,1,4700
938,861,11,1,3200
939,862,17,1,4800
940,863,24,1,5400
941,864,27,1,5000
942,865,3,1,4000
943,866,7,1,4250
944,867,3,1,4000
945,868,16,2,6600
946,869,14,1,5850
947,870,28,2,5500
948,870,11,1,3200
949,871,1,1,7200
950,872,7,1,4250
951,872,1,1,7200
952,873,6,1,8000
953,874,30,2,4700
954,875,1,1,7200
955,876,1,1,7200
956,876,11,1,3200
957,877,17,1,4800
958,878,11,2,3200
959,879,7,1,4250
960,880,7,4,4250
961,881,17,1,4800
962,882,27,1,5000
963,883,11,1,3200
964,884,30,1,4700
965,885,7,1,4250
966,886,7,1,4250
967,887,1,1,7200
968,887,30,1,4700
969,888,10,4,5100
970,888,11,2,3200
971,889,2,1,5450
972,890,16,2,6600
973,890,28,4,5500
974,890,11,1,3200
975,891,18,1,1650
976,892,11,8,3200
977,892,7,2,4250
978,892,28,3,5500
979,893,7,1,4250
980,894,3,1,4000
981,895,6,1,8000
982,896,28,1,5500
983,897,3,1,4000
984,897,7,2,4250
985,898,16,5,6600
986,899,17,1,4800
987,900,21,1,4350
988,901,18,1,1650
989,902,17,1,4800
990,903,21,1,4350
991,904,4,1,4350
992,905,2,1,5450
993,906,21,1,4350
994,907,27,1,5000
995,908,10,3,5100
996,908,11,5,3200
997,908,28,2,5500
998,909,3,1,4000
999,910,30,1,4700
1000,911,18,1,1650
1001,912,17,1,4800
1002,913,27,1,5000
1003,913,23,2,2850
1004,914,3,2,4000
1005,915,6,1,8000
1006,916,6,1,8000
1007,917,30,1,4700
1008,918,1,1,7200
1009,919,6,2,8000
1010,920,23,5,2850
1011,921,25,1,3850
1012,922,24,1,5400
1013,922,11,1,3200
1014,923,1,1,7200
1015,924,27,1,5000
1016,925,3,1,4000
1017,925,4,1,4350
1018,926,6,1,8000
1019,927,3,1,4000
1020,928,22,1,5800
1021,929,11,1,3200
1022,930,18,1,1650
1023,931,28,3,5500
1024,932,1,2,7200
1025,933,6,1,8000
1026,934,2,1,5450
1027,935,11,4,3200
1028,936,27,1,5000
1029,937,30,1,4700
1030,937,7,1,4250
1031,938,11,1,3200
1032,939,11,4,3200
1033,940,25,1,3850
1034,941,4,1,4350
1035,942,2,1,5450
1036,943,1,1,7200
1037,944,28,3,5500
1038,945,3,1,4000
1039,946,25,1,3850
1040,947,1,1,7200
1041,948,17,1,4800
1042,949,3,1,4000
1043,950,28,8,5500
1044,951,21,1,4350
1045,951,17,1,4800
1046,952,3,1,4000
1047,953,3,1,4000
1048,953,24,1,5400
1049,954,16,1,6600
1050,955,21,1,4350
1051,956,2,1,5450
1052,957,17,1,4800
1053,958,27,2,5000
1054,958,18,1,1650
1055,959,22,1,5800
1056,959,4,1,4350
1057,960,27,1,5000
1058,961,11,1,3200
1059,962,11,1,3200
1060,963,27,1,5000
1061,964,14,1,5850
1062,965,1,1,7200
1063,966,7,1,4250
1064,967,14,1,5850
1065,968,17,1,4800
1066,969,21,1,4350
1067,970,17,1,4800
1068,971,1,1,7200
1069,972,17,1,4800
1070,973,7,2,4250
1071,974,18,1,1650
1072,975,11,1,3200
1073,976,7,1,4250
1074,977,21,1,4350
1075,978,7,1,4250
1076,979,30,1,4700
1077,980,22,1,5800
1078,981,24,1,5400
1079,982,1,1,7200
1080,982,2,1,5450
1081,983,3,1,4000
1082,984,30,1,4700
1083,985,1,2,7200
1084,986,22,1,5800
1085,987,2,1,5450
1086,988,1,1,7200
1087,989,16,1,6600
1088,990,27,1,5000
1089,991,21,1,4350
1090,992,14,1,5850
1091,993,25,1,3850
1092,994,1,1,7200
1093,995,6,1,8000
1094,996,16,2,6600
1095,997,16,4,6600
1096,998,7,1,4250
1097,999,18,1,1650
1098,1000,28,3,5500
1099,1001,4,1,4350
1100,1002,18,1,1650
1101,1003,27,1,5000
1102,1004,7,1,4250
1103,1005,11,2,3200
1104,1006,1,1,7200
1105,1007,24,1,5400
1106,1008,18,1,1650
1107,1008,1,1,7200
1108,1009,30,2,4700
1109,1010,30,1,4700
1110,1011,18,2,1650
1111,1012,14,2,5850
1112,1013,21,1,4350
1113,1014,21,1,4350
1114,1015,21,1,4350
1115,1016,25,1,3850
1116,1017,1,1,7200
1117,1018,22,1,5800
1118,1019,24,1,5400
1119,1020,3,1,4000
1120,1021,24,1,5400
1121,1022,7,1,4250
1122,1023,22,1,5800
1123,1023,23,1,2850
1124,1024,18,1,1650
1125,1025,7,1,4250
1126,1026,17,1,4800
1127,1027,27,1,5000
1128,1028,23,2,2850
1129,1029,14,1,5850
1130,1030,30,1,4700
1131,1031,14,1,5850
1132,1032,11,4,3200
1133,1033,11,1,3200
1134,1034,4,1,4350
1135,1035,1,1,7200
1136,1036,23,4,2850
1137,1037,30,3,4700
1138,1038,6,1,8000
1139,1039,16,4,6600
1140,1040,1,1,7200
1141,1040,14,1,5850
1142,1041,11,1,3200
1143,1042,7,1,4250
1144,1043,3,1,4000
1145,1043,23,1,2850
1146,1044,25,1,3850
1147,1045,1,1,7200
1148,1046,8,1,8300
1149,1047,2,1,5450
1150,1047,7,1,4250
1151,1048,24,1,5400
1152,1049,8,1,8300
1153,1050,17,1,4800
1154,1050,11,1,3200
1155,1051,11,2,3200
1156,1052,20,1,10150
1157,1053,5,2,7800
1158,1054,24,1,5400
1159,1055,25,8,3850
1160,1055,16,4,6600
1161,1056,2,1,5450
1162,1057,17,1,4800
1163,1058,24,1,5400
1164,1059,11,1,3200
1165,1060,23,4,2850
1166,1060,11,6,3200
1167,1060,30,3,4700
1168,1061,18,1,1650
1169,1062,30,4,4700
1170,1062,11,2,3200
1171,1063,30,1,4700
1172,1064,30,1,4700
1173,1065,30,1,4700
1174,1066,30,1,4700
1175,1067,23,1,2850
1176,1068,22,1,5800
1177,1069,8,1,8300
1178,1070,14,1,5850
1179,1071,11,1,3200
1180,1072,10,6,5100
1181,1073,5,1,7800
1182,1074,24,1,5400
1183,1075,18,1,1650
1184,1076,25,1,3850
1185,1077,14,1,5850
1186,1078,25,3,3850
1187,1078,11,1,3200
1188,1079,1,1,7200
1189,1080,25,1,3850
1190,1081,5,1,7800
1191,1082,23,2,2850
1192,1083,6,1,8000
1193,1083,24,1,5400
1194,1084,28,1,5500
1195,1084,11,10,3200
1196,1084,10,5,5100
1197,1085,30,1,4700
1198,1086,14,1,5850
1199,1087,30,1,4700
1200,1087,17,1,4800
1201,1088,18,1,1650
1202,1089,8,1,8300
1203,1090,7,1,4250
1204,1091,2,2,5450
1205,1091,6,1,8000
1206,1092,23,1,2850
1207,1093,5,1,7800
1208,1094,7,1,4250
1209,1095,24,2,5400
1210,1096,1,1,7200
1211,1097,1,1,7200
1212,1098,30,1,4700
1213,1099,30,1,4700
1214,1099,2,1,5450
1215,1100,21,1,4350
1216,1101,7,1,4250
1217,1101,6,1,8000
1218,1102,14,1,5850
1219,1103,2,1,5450
1220,1104,2,1,5450
1221,1105,18,1,1650
1222,1106,22,1,5800
1223,1107,7,1,4250
1224,1108,7,1,4250
1225,1109,25,2,3850
1226,1110,2,1,5450
1227,1111,18,1,1650
1228,1112,18,1,1650
1229,1113,7,2,4250
1230,1114,22,1,5800
1231,1115,22,1,5800
1232,1116,23,1,2850
1233,1117,8,1,8300
1234,1118,30,1,4700
